source_ticker,target_ticker,target_name,category,supply_chain_stage,connection_type,relationship,importance,risk_note
CNQ,SU,Suncor Energy,Öl / Gas / LNG,1 - Energie / Rohstoffe,Rohstoff-Peer / Lieferkette,"Suncor Energy bewegt sich im Öl-, Gas-, LNG- oder Energy-Services-Cluster ähnlich wie Canadian Natural Resources.",Mittel,"Ölpreis, Gaspreis, OPEC und geopolitische Risiken beachten"
CNQ,SU.TO,SUNCOR ENERGY INC.,Öl / Gas / LNG,1 - Energie / Rohstoffe,Rohstoff-Peer / Lieferkette,"SUNCOR ENERGY INC. bewegt sich im Öl-, Gas-, LNG- oder Energy-Services-Cluster ähnlich wie Canadian Natural Resources.",Mittel,"Ölpreis, Gaspreis, OPEC und geopolitische Risiken beachten"
CNQ,TRP.TO,TC Energy,Öl / Gas / LNG,1 - Energie / Rohstoffe,Rohstoff-Peer / Lieferkette,"TC Energy bewegt sich im Öl-, Gas-, LNG- oder Energy-Services-Cluster ähnlich wie Canadian Natural Resources.",Mittel,"Ölpreis, Gaspreis, OPEC und geopolitische Risiken beachten"
CNQ,TTE,TotalEnergies,Öl / Gas / LNG,1 - Energie / Rohstoffe,Rohstoff-Peer / Lieferkette,"TotalEnergies bewegt sich im Öl-, Gas-, LNG- oder Energy-Services-Cluster ähnlich wie Canadian Natural Resources.",Mittel,"Ölpreis, Gaspreis, OPEC und geopolitische Risiken beachten"
CNQ,XOM,Exxon Mobil,Öl / Gas / LNG,1 - Energie / Rohstoffe,Rohstoff-Peer / Lieferkette,"Exxon Mobil bewegt sich im Öl-, Gas-, LNG- oder Energy-Services-Cluster ähnlich wie Canadian Natural Resources.",Mittel,"Ölpreis, Gaspreis, OPEC und geopolitische Risiken beachten"
CNQ,YPF,YPF Sociedad Anonima,Öl / Gas / LNG,1 - Energie / Rohstoffe,Rohstoff-Peer / Lieferkette,"YPF Sociedad Anonima bewegt sich im Öl-, Gas-, LNG- oder Energy-Services-Cluster ähnlich wie Canadian Natural Resources.",Mittel,"Ölpreis, Gaspreis, OPEC und geopolitische Risiken beachten"
CNQ,AR,Antero Resources Corporation,Öl / Gas / LNG / Services,1 - Energie / Rohstoffe,Makro / Rohstoff-Ökosystem,Antero Resources Corporation ist Teil des gleichen Themen-/Lieferkettenclusters 'Öl / Gas / LNG / Services' wie Canadian Natural Resources.,Mittel,"Ölpreis, geopolitische Risiken und OPEC/Regulierung beachten"
CNQ,BKR,Baker Hughes,Öl / Gas / LNG / Services,1 - Energie / Rohstoffe,Makro / Rohstoff-Ökosystem,Baker Hughes ist Teil des gleichen Themen-/Lieferkettenclusters 'Öl / Gas / LNG / Services' wie Canadian Natural Resources.,Mittel,"Ölpreis, geopolitische Risiken und OPEC/Regulierung beachten"
CNQ,BP,BP,Öl / Gas / LNG / Services,1 - Energie / Rohstoffe,Makro / Rohstoff-Ökosystem,BP ist Teil des gleichen Themen-/Lieferkettenclusters 'Öl / Gas / LNG / Services' wie Canadian Natural Resources.,Mittel,"Ölpreis, geopolitische Risiken und OPEC/Regulierung beachten"
CNQ,BP.L,BP PLC $0.25,Öl / Gas / LNG / Services,1 - Energie / Rohstoffe,Makro / Rohstoff-Ökosystem,BP PLC $0.25 ist Teil des gleichen Themen-/Lieferkettenclusters 'Öl / Gas / LNG / Services' wie Canadian Natural Resources.,Mittel,"Ölpreis, geopolitische Risiken und OPEC/Regulierung beachten"
CNQ,CHRD,Chord Energy Corporation,Öl / Gas / LNG / Services,1 - Energie / Rohstoffe,Makro / Rohstoff-Ökosystem,Chord Energy Corporation ist Teil des gleichen Themen-/Lieferkettenclusters 'Öl / Gas / LNG / Services' wie Canadian Natural Resources.,Mittel,"Ölpreis, geopolitische Risiken und OPEC/Regulierung beachten"
CNQ,CNX,CNX Resources Corporation,Öl / Gas / LNG / Services,1 - Energie / Rohstoffe,Makro / Rohstoff-Ökosystem,CNX Resources Corporation ist Teil des gleichen Themen-/Lieferkettenclusters 'Öl / Gas / LNG / Services' wie Canadian Natural Resources.,Mittel,"Ölpreis, geopolitische Risiken und OPEC/Regulierung beachten"
CNQ,CTRA,Coterra Energy Inc.,Öl / Gas / LNG / Services,1 - Energie / Rohstoffe,Makro / Rohstoff-Ökosystem,Coterra Energy Inc. ist Teil des gleichen Themen-/Lieferkettenclusters 'Öl / Gas / LNG / Services' wie Canadian Natural Resources.,Mittel,"Ölpreis, geopolitische Risiken und OPEC/Regulierung beachten"
CNQ,CVX,Chevron,Öl / Gas / LNG / Services,1 - Energie / Rohstoffe,Makro / Rohstoff-Ökosystem,Chevron ist Teil des gleichen Themen-/Lieferkettenclusters 'Öl / Gas / LNG / Services' wie Canadian Natural Resources.,Mittel,"Ölpreis, geopolitische Risiken und OPEC/Regulierung beachten"
CNQ,DINO,HF Sinclair Corporation,Öl / Gas / LNG / Services,1 - Energie / Rohstoffe,Makro / Rohstoff-Ökosystem,HF Sinclair Corporation ist Teil des gleichen Themen-/Lieferkettenclusters 'Öl / Gas / LNG / Services' wie Canadian Natural Resources.,Mittel,"Ölpreis, geopolitische Risiken und OPEC/Regulierung beachten"
CNQ,DVN,Devon Energy,Öl / Gas / LNG / Services,1 - Energie / Rohstoffe,Makro / Rohstoff-Ökosystem,Devon Energy ist Teil des gleichen Themen-/Lieferkettenclusters 'Öl / Gas / LNG / Services' wie Canadian Natural Resources.,Mittel,"Ölpreis, geopolitische Risiken und OPEC/Regulierung beachten"
CNQ,SHEL,Shell,Öl / Gas / LNG / Services,1 - Energie / Rohstoffe,Makro / Rohstoff-Ökosystem,Shell ist Teil des gleichen Themen-/Lieferkettenclusters 'Öl / Gas / LNG / Services' wie Canadian Natural Resources.,Mittel,"Ölpreis, geopolitische Risiken und OPEC/Regulierung beachten"
CNQ,XOM,Exxon Mobil,Öl / Gas / LNG / Services,1 - Energie / Rohstoffe,Makro / Rohstoff-Ökosystem,Exxon Mobil ist Teil des gleichen Themen-/Lieferkettenclusters 'Öl / Gas / LNG / Services' wie Canadian Natural Resources.,Mittel,"Ölpreis, geopolitische Risiken und OPEC/Regulierung beachten"
CNX,AR,Antero Resources Corporation,Öl / Gas / LNG / Services,1 - Energie / Rohstoffe,Makro / Rohstoff-Ökosystem,Antero Resources Corporation ist Teil des gleichen Themen-/Lieferkettenclusters 'Öl / Gas / LNG / Services' wie CNX Resources Corporation.,Mittel,"Ölpreis, geopolitische Risiken und OPEC/Regulierung beachten"
CNX,BKR,Baker Hughes,Öl / Gas / LNG / Services,1 - Energie / Rohstoffe,Makro / Rohstoff-Ökosystem,Baker Hughes ist Teil des gleichen Themen-/Lieferkettenclusters 'Öl / Gas / LNG / Services' wie CNX Resources Corporation.,Mittel,"Ölpreis, geopolitische Risiken und OPEC/Regulierung beachten"
CNX,BP,BP,Öl / Gas / LNG / Services,1 - Energie / Rohstoffe,Makro / Rohstoff-Ökosystem,BP ist Teil des gleichen Themen-/Lieferkettenclusters 'Öl / Gas / LNG / Services' wie CNX Resources Corporation.,Mittel,"Ölpreis, geopolitische Risiken und OPEC/Regulierung beachten"
CNX,BP.L,BP PLC $0.25,Öl / Gas / LNG / Services,1 - Energie / Rohstoffe,Makro / Rohstoff-Ökosystem,BP PLC $0.25 ist Teil des gleichen Themen-/Lieferkettenclusters 'Öl / Gas / LNG / Services' wie CNX Resources Corporation.,Mittel,"Ölpreis, geopolitische Risiken und OPEC/Regulierung beachten"
CNX,CHRD,Chord Energy Corporation,Öl / Gas / LNG / Services,1 - Energie / Rohstoffe,Makro / Rohstoff-Ökosystem,Chord Energy Corporation ist Teil des gleichen Themen-/Lieferkettenclusters 'Öl / Gas / LNG / Services' wie CNX Resources Corporation.,Mittel,"Ölpreis, geopolitische Risiken und OPEC/Regulierung beachten"
CNX,CNQ,Canadian Natural Resources,Öl / Gas / LNG / Services,1 - Energie / Rohstoffe,Makro / Rohstoff-Ökosystem,Canadian Natural Resources ist Teil des gleichen Themen-/Lieferkettenclusters 'Öl / Gas / LNG / Services' wie CNX Resources Corporation.,Mittel,"Ölpreis, geopolitische Risiken und OPEC/Regulierung beachten"
CNX,CTRA,Coterra Energy Inc.,Öl / Gas / LNG / Services,1 - Energie / Rohstoffe,Makro / Rohstoff-Ökosystem,Coterra Energy Inc. ist Teil des gleichen Themen-/Lieferkettenclusters 'Öl / Gas / LNG / Services' wie CNX Resources Corporation.,Mittel,"Ölpreis, geopolitische Risiken und OPEC/Regulierung beachten"
CNX,CVX,Chevron,Öl / Gas / LNG / Services,1 - Energie / Rohstoffe,Makro / Rohstoff-Ökosystem,Chevron ist Teil des gleichen Themen-/Lieferkettenclusters 'Öl / Gas / LNG / Services' wie CNX Resources Corporation.,Mittel,"Ölpreis, geopolitische Risiken und OPEC/Regulierung beachten"
CNX,DINO,HF Sinclair Corporation,Öl / Gas / LNG / Services,1 - Energie / Rohstoffe,Makro / Rohstoff-Ökosystem,HF Sinclair Corporation ist Teil des gleichen Themen-/Lieferkettenclusters 'Öl / Gas / LNG / Services' wie CNX Resources Corporation.,Mittel,"Ölpreis, geopolitische Risiken und OPEC/Regulierung beachten"
CNX,DVN,Devon Energy,Öl / Gas / LNG / Services,1 - Energie / Rohstoffe,Makro / Rohstoff-Ökosystem,Devon Energy ist Teil des gleichen Themen-/Lieferkettenclusters 'Öl / Gas / LNG / Services' wie CNX Resources Corporation.,Mittel,"Ölpreis, geopolitische Risiken und OPEC/Regulierung beachten"
CNX,SHEL,Shell,Öl / Gas / LNG / Services,1 - Energie / Rohstoffe,Makro / Rohstoff-Ökosystem,Shell ist Teil des gleichen Themen-/Lieferkettenclusters 'Öl / Gas / LNG / Services' wie CNX Resources Corporation.,Mittel,"Ölpreis, geopolitische Risiken und OPEC/Regulierung beachten"
CNX,XOM,Exxon Mobil,Öl / Gas / LNG / Services,1 - Energie / Rohstoffe,Makro / Rohstoff-Ökosystem,Exxon Mobil ist Teil des gleichen Themen-/Lieferkettenclusters 'Öl / Gas / LNG / Services' wie CNX Resources Corporation.,Mittel,"Ölpreis, geopolitische Risiken und OPEC/Regulierung beachten"
COF,AFRM,Affirm,Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,Affirm ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Capital One Financial Corporati.,Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
COF,AJG,Arthur J. Gallagher & Co.,Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,Arthur J. Gallagher & Co. ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Capital One Financial Corporati.,Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
COF,AMP,"Ameriprise Financial, Inc.",Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,"Ameriprise Financial, Inc. ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Capital One Financial Corporati.",Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
COF,AON,Aon plc,Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,Aon plc ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Capital One Financial Corporati.,Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
COF,ARES,Ares Management Corporation,Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,Ares Management Corporation ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Capital One Financial Corporati.,Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
COF,AXP,American Express,Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,American Express ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Capital One Financial Corporati.,Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
COF,BAC,Bank of America Corporation,Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,Bank of America Corporation ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Capital One Financial Corporati.,Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
COF,COIN,Coinbase,Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,Coinbase ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Capital One Financial Corporati.,Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
COF,MA,Mastercard,Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,Mastercard ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Capital One Financial Corporati.,Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
COF,PYPL,PayPal,Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,PayPal ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Capital One Financial Corporati.,Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
COF,SOFI,SoFi,Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,SoFi ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Capital One Financial Corporati.,Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
COF,V,Visa,Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,Visa ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Capital One Financial Corporati.,Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
COHR,000660.KS,SK hynix,Halbleiter / KI-Chips,4 - Halbleiter / Chip-Wertschöpfung,Lieferkette / Halbleiter-Ökosystem,SK hynix ist Teil des gleichen Themen-/Lieferkettenclusters 'Halbleiter / KI-Chips' wie Coherent.,Hoch,"Zyklik, Taiwan-Risiko, Exportkontrollen und Lagerbestände beachten"
COHR,005930.KS,Samsung Electronics,Halbleiter / KI-Chips,4 - Halbleiter / Chip-Wertschöpfung,Lieferkette / Halbleiter-Ökosystem,Samsung Electronics ist Teil des gleichen Themen-/Lieferkettenclusters 'Halbleiter / KI-Chips' wie Coherent.,Hoch,"Zyklik, Taiwan-Risiko, Exportkontrollen und Lagerbestände beachten"
COHR,AMD,AMD,Halbleiter / KI-Chips,4 - Halbleiter / Chip-Wertschöpfung,Lieferkette / Halbleiter-Ökosystem,AMD ist Teil des gleichen Themen-/Lieferkettenclusters 'Halbleiter / KI-Chips' wie Coherent.,Hoch,"Zyklik, Taiwan-Risiko, Exportkontrollen und Lagerbestände beachten"
COHR,ASML,ASML,Halbleiter / KI-Chips,4 - Halbleiter / Chip-Wertschöpfung,Lieferkette / Halbleiter-Ökosystem,ASML ist Teil des gleichen Themen-/Lieferkettenclusters 'Halbleiter / KI-Chips' wie Coherent.,Hoch,"Zyklik, Taiwan-Risiko, Exportkontrollen und Lagerbestände beachten"
COHR,AVGO,Broadcom,Halbleiter / KI-Chips,4 - Halbleiter / Chip-Wertschöpfung,Lieferkette / Halbleiter-Ökosystem,Broadcom ist Teil des gleichen Themen-/Lieferkettenclusters 'Halbleiter / KI-Chips' wie Coherent.,Hoch,"Zyklik, Taiwan-Risiko, Exportkontrollen und Lagerbestände beachten"
COHR,MU,Micron,Halbleiter / KI-Chips,4 - Halbleiter / Chip-Wertschöpfung,Lieferkette / Halbleiter-Ökosystem,Micron ist Teil des gleichen Themen-/Lieferkettenclusters 'Halbleiter / KI-Chips' wie Coherent.,Hoch,"Zyklik, Taiwan-Risiko, Exportkontrollen und Lagerbestände beachten"
COHR,NVDA,NVIDIA,Halbleiter / KI-Chips,4 - Halbleiter / Chip-Wertschöpfung,Lieferkette / Halbleiter-Ökosystem,NVIDIA ist Teil des gleichen Themen-/Lieferkettenclusters 'Halbleiter / KI-Chips' wie Coherent.,Hoch,"Zyklik, Taiwan-Risiko, Exportkontrollen und Lagerbestände beachten"
COHR,QCOM,Qualcomm,Halbleiter / KI-Chips,4 - Halbleiter / Chip-Wertschöpfung,Lieferkette / Halbleiter-Ökosystem,Qualcomm ist Teil des gleichen Themen-/Lieferkettenclusters 'Halbleiter / KI-Chips' wie Coherent.,Hoch,"Zyklik, Taiwan-Risiko, Exportkontrollen und Lagerbestände beachten"
COHR,TSM,TSMC,Halbleiter / KI-Chips,4 - Halbleiter / Chip-Wertschöpfung,Lieferkette / Halbleiter-Ökosystem,TSMC ist Teil des gleichen Themen-/Lieferkettenclusters 'Halbleiter / KI-Chips' wie Coherent.,Hoch,"Zyklik, Taiwan-Risiko, Exportkontrollen und Lagerbestände beachten"
COHR,AAOI,Applied Optoelectronics,Halbleiter / KI-Chips,4 - Halbleiter / Chip-Wertschöpfung,Lieferkette / Halbleiter-Ökosystem,Applied Optoelectronics ist Teil des gleichen Themen-/Lieferkettenclusters 'Halbleiter / KI-Chips' wie Coherent.,Mittel,"Zyklik, Taiwan-Risiko, Exportkontrollen und Lagerbestände beachten"
COHR,ACLS,Axcelis,Halbleiter / KI-Chips,4 - Halbleiter / Chip-Wertschöpfung,Lieferkette / Halbleiter-Ökosystem,Axcelis ist Teil des gleichen Themen-/Lieferkettenclusters 'Halbleiter / KI-Chips' wie Coherent.,Mittel,"Zyklik, Taiwan-Risiko, Exportkontrollen und Lagerbestände beachten"
COHR,ADI,Analog Devices,Halbleiter / KI-Chips,4 - Halbleiter / Chip-Wertschöpfung,Lieferkette / Halbleiter-Ökosystem,Analog Devices ist Teil des gleichen Themen-/Lieferkettenclusters 'Halbleiter / KI-Chips' wie Coherent.,Mittel,"Zyklik, Taiwan-Risiko, Exportkontrollen und Lagerbestände beachten"
COHU,000660.KS,SK hynix,Halbleiter / KI-Chips,4 - Halbleiter / Chip-Wertschöpfung,Lieferkette / Halbleiter-Ökosystem,"SK hynix ist Teil des gleichen Themen-/Lieferkettenclusters 'Halbleiter / KI-Chips' wie Cohu, Inc..",Hoch,"Zyklik, Taiwan-Risiko, Exportkontrollen und Lagerbestände beachten"
COHU,005930.KS,Samsung Electronics,Halbleiter / KI-Chips,4 - Halbleiter / Chip-Wertschöpfung,Lieferkette / Halbleiter-Ökosystem,"Samsung Electronics ist Teil des gleichen Themen-/Lieferkettenclusters 'Halbleiter / KI-Chips' wie Cohu, Inc..",Hoch,"Zyklik, Taiwan-Risiko, Exportkontrollen und Lagerbestände beachten"
COHU,AMD,AMD,Halbleiter / KI-Chips,4 - Halbleiter / Chip-Wertschöpfung,Lieferkette / Halbleiter-Ökosystem,"AMD ist Teil des gleichen Themen-/Lieferkettenclusters 'Halbleiter / KI-Chips' wie Cohu, Inc..",Hoch,"Zyklik, Taiwan-Risiko, Exportkontrollen und Lagerbestände beachten"
COHU,ASML,ASML,Halbleiter / KI-Chips,4 - Halbleiter / Chip-Wertschöpfung,Lieferkette / Halbleiter-Ökosystem,"ASML ist Teil des gleichen Themen-/Lieferkettenclusters 'Halbleiter / KI-Chips' wie Cohu, Inc..",Hoch,"Zyklik, Taiwan-Risiko, Exportkontrollen und Lagerbestände beachten"
COHU,AVGO,Broadcom,Halbleiter / KI-Chips,4 - Halbleiter / Chip-Wertschöpfung,Lieferkette / Halbleiter-Ökosystem,"Broadcom ist Teil des gleichen Themen-/Lieferkettenclusters 'Halbleiter / KI-Chips' wie Cohu, Inc..",Hoch,"Zyklik, Taiwan-Risiko, Exportkontrollen und Lagerbestände beachten"
COHU,MU,Micron,Halbleiter / KI-Chips,4 - Halbleiter / Chip-Wertschöpfung,Lieferkette / Halbleiter-Ökosystem,"Micron ist Teil des gleichen Themen-/Lieferkettenclusters 'Halbleiter / KI-Chips' wie Cohu, Inc..",Hoch,"Zyklik, Taiwan-Risiko, Exportkontrollen und Lagerbestände beachten"
COHU,NVDA,NVIDIA,Halbleiter / KI-Chips,4 - Halbleiter / Chip-Wertschöpfung,Lieferkette / Halbleiter-Ökosystem,"NVIDIA ist Teil des gleichen Themen-/Lieferkettenclusters 'Halbleiter / KI-Chips' wie Cohu, Inc..",Hoch,"Zyklik, Taiwan-Risiko, Exportkontrollen und Lagerbestände beachten"
COHU,QCOM,Qualcomm,Halbleiter / KI-Chips,4 - Halbleiter / Chip-Wertschöpfung,Lieferkette / Halbleiter-Ökosystem,"Qualcomm ist Teil des gleichen Themen-/Lieferkettenclusters 'Halbleiter / KI-Chips' wie Cohu, Inc..",Hoch,"Zyklik, Taiwan-Risiko, Exportkontrollen und Lagerbestände beachten"
COHU,TSM,TSMC,Halbleiter / KI-Chips,4 - Halbleiter / Chip-Wertschöpfung,Lieferkette / Halbleiter-Ökosystem,"TSMC ist Teil des gleichen Themen-/Lieferkettenclusters 'Halbleiter / KI-Chips' wie Cohu, Inc..",Hoch,"Zyklik, Taiwan-Risiko, Exportkontrollen und Lagerbestände beachten"
COHU,AAOI,Applied Optoelectronics,Halbleiter / KI-Chips,4 - Halbleiter / Chip-Wertschöpfung,Lieferkette / Halbleiter-Ökosystem,"Applied Optoelectronics ist Teil des gleichen Themen-/Lieferkettenclusters 'Halbleiter / KI-Chips' wie Cohu, Inc..",Mittel,"Zyklik, Taiwan-Risiko, Exportkontrollen und Lagerbestände beachten"
COHU,ACLS,Axcelis,Halbleiter / KI-Chips,4 - Halbleiter / Chip-Wertschöpfung,Lieferkette / Halbleiter-Ökosystem,"Axcelis ist Teil des gleichen Themen-/Lieferkettenclusters 'Halbleiter / KI-Chips' wie Cohu, Inc..",Mittel,"Zyklik, Taiwan-Risiko, Exportkontrollen und Lagerbestände beachten"
COHU,ADI,Analog Devices,Halbleiter / KI-Chips,4 - Halbleiter / Chip-Wertschöpfung,Lieferkette / Halbleiter-Ökosystem,"Analog Devices ist Teil des gleichen Themen-/Lieferkettenclusters 'Halbleiter / KI-Chips' wie Cohu, Inc..",Mittel,"Zyklik, Taiwan-Risiko, Exportkontrollen und Lagerbestände beachten"
COIN,AEP,American Electric Power,Bitcoin / Compute / Strom,1 - Energie / Strom,Infrastruktur / Compute / Energie,"American Electric Power hängt über Compute-, Mining- oder Stromkosten mit Coinbase zusammen.",Mittel,"Bitcoin-Preis, Stromkosten und Regulierung beachten"
COIN,CEG,Constellation Energy,Bitcoin / Compute / Strom,1 - Energie / Strom,Infrastruktur / Compute / Energie,"Constellation Energy hängt über Compute-, Mining- oder Stromkosten mit Coinbase zusammen.",Mittel,"Bitcoin-Preis, Stromkosten und Regulierung beachten"
COIN,DUK,Duke Energy,Bitcoin / Compute / Strom,1 - Energie / Strom,Infrastruktur / Compute / Energie,"Duke Energy hängt über Compute-, Mining- oder Stromkosten mit Coinbase zusammen.",Mittel,"Bitcoin-Preis, Stromkosten und Regulierung beachten"
COIN,ETN,Eaton,Bitcoin / Compute / Strom,1 - Energie / Strom,Infrastruktur / Compute / Energie,"Eaton hängt über Compute-, Mining- oder Stromkosten mit Coinbase zusammen.",Mittel,"Bitcoin-Preis, Stromkosten und Regulierung beachten"
COIN,GEV,GE Vernova,Bitcoin / Compute / Strom,1 - Energie / Strom,Infrastruktur / Compute / Energie,"GE Vernova hängt über Compute-, Mining- oder Stromkosten mit Coinbase zusammen.",Mittel,"Bitcoin-Preis, Stromkosten und Regulierung beachten"
COIN,NEE,NextEra Energy,Bitcoin / Compute / Strom,1 - Energie / Strom,Infrastruktur / Compute / Energie,"NextEra Energy hängt über Compute-, Mining- oder Stromkosten mit Coinbase zusammen.",Mittel,"Bitcoin-Preis, Stromkosten und Regulierung beachten"
COIN,SO,Southern Company,Bitcoin / Compute / Strom,1 - Energie / Strom,Infrastruktur / Compute / Energie,"Southern Company hängt über Compute-, Mining- oder Stromkosten mit Coinbase zusammen.",Mittel,"Bitcoin-Preis, Stromkosten und Regulierung beachten"
COIN,VST,Vistra,Bitcoin / Compute / Strom,1 - Energie / Strom,Infrastruktur / Compute / Energie,"Vistra hängt über Compute-, Mining- oder Stromkosten mit Coinbase zusammen.",Mittel,"Bitcoin-Preis, Stromkosten und Regulierung beachten"
COIN,XEL,Xcel Energy,Bitcoin / Compute / Strom,1 - Energie / Strom,Infrastruktur / Compute / Energie,"Xcel Energy hängt über Compute-, Mining- oder Stromkosten mit Coinbase zusammen.",Mittel,"Bitcoin-Preis, Stromkosten und Regulierung beachten"
COIN,HIVE,HIVE Digital,Bitcoin / Compute / Strom,5 - Komponenten / Chips,Infrastruktur / Compute / Energie,"HIVE Digital hängt über Compute-, Mining- oder Stromkosten mit Coinbase zusammen.",Mittel,"Bitcoin-Preis, Stromkosten und Regulierung beachten"
COIN,HUT,Hut 8,Bitcoin / Compute / Strom,5 - Komponenten / Chips,Infrastruktur / Compute / Energie,"Hut 8 hängt über Compute-, Mining- oder Stromkosten mit Coinbase zusammen.",Mittel,"Bitcoin-Preis, Stromkosten und Regulierung beachten"
COIN,IREN,IREN,Bitcoin / Compute / Strom,5 - Komponenten / Chips,Infrastruktur / Compute / Energie,"IREN hängt über Compute-, Mining- oder Stromkosten mit Coinbase zusammen.",Mittel,"Bitcoin-Preis, Stromkosten und Regulierung beachten"
COIN,MSTR,MicroStrategy,Bitcoin / Compute / Strom,5 - Komponenten / Chips,Infrastruktur / Compute / Energie,"MicroStrategy hängt über Compute-, Mining- oder Stromkosten mit Coinbase zusammen.",Mittel,"Bitcoin-Preis, Stromkosten und Regulierung beachten"
COIN,WULF,TeraWulf,Bitcoin / Compute / Strom,5 - Komponenten / Chips,Infrastruktur / Compute / Energie,"TeraWulf hängt über Compute-, Mining- oder Stromkosten mit Coinbase zusammen.",Mittel,"Bitcoin-Preis, Stromkosten und Regulierung beachten"
COIN,AMD,AMD,Compute / Chips,5 - Komponenten / Chips,Infrastruktur / Compute / Energie,"AMD hängt über Compute-, Mining- oder Stromkosten mit Coinbase zusammen.",Mittel,"Bitcoin-Preis, Stromkosten und Regulierung beachten"
COIN,INTC,Intel,Compute / Chips,5 - Komponenten / Chips,Infrastruktur / Compute / Energie,"Intel hängt über Compute-, Mining- oder Stromkosten mit Coinbase zusammen.",Mittel,"Bitcoin-Preis, Stromkosten und Regulierung beachten"
COIN,NVDA,NVIDIA,Compute / Chips,5 - Komponenten / Chips,Infrastruktur / Compute / Energie,"NVIDIA hängt über Compute-, Mining- oder Stromkosten mit Coinbase zusammen.",Mittel,"Bitcoin-Preis, Stromkosten und Regulierung beachten"
COIN,TSM,TSMC,Compute / Chips,5 - Komponenten / Chips,Infrastruktur / Compute / Energie,"TSMC hängt über Compute-, Mining- oder Stromkosten mit Coinbase zusammen.",Mittel,"Bitcoin-Preis, Stromkosten und Regulierung beachten"
COIN,AFRM,Affirm,Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,Affirm ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Coinbase.,Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
COIN,AJG,Arthur J. Gallagher & Co.,Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,Arthur J. Gallagher & Co. ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Coinbase.,Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
